"lm.model","lm.AIC","lm.p_value","lm.std_err","lm.t_value","lm.estimate","anova.model","anova.p_value","anova.estimate","anova.std_err","tweedie.model","tweedie.AIC","tweedie.p_value","tweedie.std_err","tweedie.t_value","tweedie.estimate","tweedie.link.power","tweedie.var.power","quantile_regression.model","quantile_regression.AIC","quantile_regression.p_value","quantile_regression.estimate","quantile_regression.lower_bound","quantile_regression.upper_bound","quantile_regression.std_err","wilcoxon.model","wilcoxon.p_value"
"lm",2852.57534338394,0.461918401869464,42.3730899800597,-0.737125832435703,-31.2342992244244,"anova",0.884327736352565,-0.0204810085528186,0.140595785412435,"tweedie",4104.25318721193,0.462028983547494,0.0650849418860268,-0.736943575677719,-0.0479639297962651,0,1.5,"quantile_regression",2842.16204781914,0.35034755995306,-44.512904923731,-125.354745716432,-0.718665033202933,47.5500108368622,"wilcoxon",0.608728016928656
"lm",2870.07940404083,0.495425994218568,44.2685123478499,0.682967052198459,30.2339353834221,"anova",0.331692257311564,0.157092445946649,0.161435501692941,"tweedie",4466.48507780535,0.496478054953153,0.0707718292023055,0.681299497208983,0.0482168116520908,0,1.5,"quantile_regression",2865.37202080864,0.795885459300265,-12.8436025133999,-64.2451709402777,28.412204945275,49.5845162234694,"wilcoxon",0.753539667960736
"lm",2870.63943887623,0.216516643137238,44.3305355292117,1.23980026914341,54.9610098803883,"anova",0.493495268425821,0.118503406395302,0.172737359665118,"tweedie",4464.77097181126,0.217622025235608,0.0697375137530456,1.23681153689159,0.086252161563903,0,1.5,"quantile_regression",2857.15443853528,0.575122146168915,23.009002240089,-8.47018422281702,81.7978433130923,40.9810079415348,"wilcoxon",0.0766878491095719
"lm",2841.281429756,0.00177416592425825,41.1934270661219,3.16867961667709,130.528772685495,"anova",0.0521710616475922,0.320975094362218,0.164309020405866,"tweedie",4208.3603233056,0.0021698259100551,0.0641945318689641,3.10669520287516,0.199432844208127,0,1.5,"quantile_regression",2829.1489136595,0.23769908251054,66.824289856016,9.31436248955706,163.349789744784,56.4233327727222,"wilcoxon",0.001064428206193
"lm",2885.97028674478,0.828230899790202,46.0625773353357,0.217258124402795,10.0074691570338,"anova",0.835032498967526,-0.0335050386680744,0.160675454695167,"tweedie",4620.04101098649,0.828155215413668,0.0752046182785314,0.217355381042771,0.0163461284621063,0,1.5,"quantile_regression",2899.96626904789,0.907105388275982,7.62831431872098,-26.1541058274568,59.7227330799066,65.2886327041008,"wilcoxon",0.252321975823466
"lm",2855.11938984326,0.00356310682557835,42.6434465922715,2.94978158093978,125.788853305672,"anova",0.0137373105807999,0.338373828077353,0.136098151685181,"tweedie",4174.96486415474,0.00429186549539496,0.0687167406903148,2.88924541982004,0.198539528304454,0,1.5,"quantile_regression",2861.54750858098,0.497513225325189,50.567914845318,-10.762343474224,172.119069555922,74.4017195715227,"wilcoxon",0.0065624235749749
"lm",2830.25636839909,0.764960521142203,40.0735314589008,0.299384751795862,11.9974042694067,"anova",0.554928925425013,0.0701274985929175,0.118579366454175,"tweedie",3842.09312116285,0.76513089319433,0.0599763806869864,0.299161112000126,0.0179426007400617,0,1.5,"quantile_regression",2794.75709285849,0.27794841559786,-29.557693974989,-64.099525214333,-6.43233219696359,27.1687404189885,"wilcoxon",0.405423667745232
"lm",2869.13490886511,0.196367307456047,44.1641071682231,1.29633985210471,57.2516921547907,"anova",0.0355987910854708,0.372456212989316,0.176023323501905,"tweedie",4549.87230268445,0.198960238698593,0.0708231071045463,1.28883216697453,0.0912790986014218,0,1.5,"quantile_regression",2864.87564509954,0.836594561676924,-10.736694598442,-39.6452209575378,55.4874650942267,51.9878705871447,"wilcoxon",0.360165834345029
"lm",2873.86794136326,0.964995643018438,44.68978649273,0.0439410910983924,1.96371797944476,"anova",0.599182809033167,0.0848949454372316,0.161267227472258,"tweedie",4508.39741741518,0.964997929809839,0.0711196985574635,0.0439382186237844,0.00312487286367548,0,1.5,"quantile_regression",2871.87558129737,0.526057850000343,-39.2207827288991,-78.8563388869788,19.7327883231953,61.7495217456784,"wilcoxon",0.713074548288095
"lm",2844.05624677136,0.888715873344568,41.4801810844497,-0.140109532036095,-5.81176876051474,"anova",0.671995618190899,-0.0633280033885875,0.149343754960735,"tweedie",4031.61757308983,0.888714020286341,0.0609244258344117,-0.140111880487026,-0.00853623587125179,0,1.5,"quantile_regression",2817.14039839126,0.531798022656686,-23.036800556116,-53.9784150480376,19.1137466586573,36.7786473969401,"wilcoxon",0.619027123044
"lm",2865.85276423131,0.300521531558892,43.8032073813586,1.03803116007655,45.4690941731454,"anova",0.337072812196131,0.165085324933381,0.17155292204018,"tweedie",4444.89084854676,0.302101489273281,0.0696247352329575,1.0346348190613,0.0720361753399418,0,1.5,"quantile_regression",2864.08536921078,0.757371829842316,-16.872279919485,-42.9723714285843,41.9122223775993,54.5390347591453,"wilcoxon",0.395838092484199
"lm",2873.94699146557,0.308239771371612,44.6986191959695,1.0215514409403,45.6619388476843,"anova",0.12229965203395,0.233583134441417,0.150521017356749,"tweedie",4404.52122415817,0.310596048763927,0.0705150531968276,1.01657536967135,0.07168386627096,0,1.5,"quantile_regression",2871.7765926963,0.72369202760667,-18.720900657027,-67.7185992745191,13.5929213666341,52.8792010749399,"wilcoxon",0.673401266608762
