"lm","anova.model","anova.p_value","anova.estimate","anova.std_err","tweedie.model","tweedie.AIC","tweedie.p_value","tweedie.std_err","tweedie.t_value","tweedie.estimate","tweedie.link.power","tweedie.var.power","quantile_regression.model","quantile_regression.AIC","quantile_regression.p_value","quantile_regression.estimate","quantile_regression.lower_bound","quantile_regression.upper_bound","quantile_regression.std_err","wilcoxon.model","wilcoxon.p_value"
"lm","anova",0.0714485283275683,0.270974632897366,0.141461384962978,"tweedie",37.599211240448,0.0726907368134925,0.379205851786024,1.90640955944541,0.722921660842515,0,1.5,"quantile_regression",36.8566594076551,0.239164567813229,0.410317489777481,-0.0284923773873843,0.972370813419374,0.337038473117206,"wilcoxon",0.0752560133365087
