"p_max","L_max","phi_max"
1.72857142857143,-1002.57040746908,0.68284274021402
1.1,-978.187477363329,8.54751621438437
1.35714285714286,-1001.6701273798,3.33658265361785
2.01428571428571,-963.763327322141,0.156709402373346
2.24285714285714,-1002.34014384669,0.0774359137032
1.95714285714286,-982.253753738305,0.24743706629964
2.18571428571429,-973.448498168387,0.0896045203958161
2.04285714285714,-984.047316538712,0.155246659260302
1.95714285714286,-983.188059807313,0.239763577010814
1.87142857142857,-1000.41557755414,0.360584818875896
2.1,-982.768431136966,0.120456247723037
1.75714285714286,-983.969400618459,0.543659044366297
1.84285714285714,-991.348085355052,0.441353863406287
2.27142857142857,-993.979285663879,0.0649383944812972
1.78571428571429,-985.662076428575,0.493898613149473
2.1,-992.115771179294,0.147394604667929
1.72857142857143,-1000.83111207281,0.737430662370144
2.12857142857143,-995.848638439699,0.129904554063832
2.12857142857143,-968.274816196148,0.104935988434352
1.9,-990.049391578937,0.323387274868765
1.92857142857143,-970.014775096494,0.24076891439961
2.1,-963.333582819518,0.108854920913915
2.01428571428571,-981.339056362281,0.179159266961955
2.24285714285714,-981.431852488648,0.0663013393016946
1.7,-977.518246424857,0.632958892963766
1.95714285714286,-969.312484160167,0.206620260848192
1.87142857142857,-976.45691905457,0.318998602300183
2.1,-988.532485033424,0.134909149730112
1.44285714285714,-994.904536953223,2.30247340509552
2.1,-992.34100916119,0.139480783932171
1.84285714285714,-979.81349502216,0.376368570804654
2.1,-982.57152819613,0.113221685253678
1.72857142857143,-997.396568913614,0.675032662578207
1.84285714285714,-968.621299844689,0.329086636979171
1.67142857142857,-977.037375971229,0.721199014344291
1.98571428571429,-977.954434581784,0.196560242885945
1.7,-991.088578857552,0.766515739928668
2.04285714285714,-963.567874434883,0.137617084979712
1.78571428571429,-1000.04518377621,0.507122892026286
1.67142857142857,-964.953479181021,0.618411123064733
1.9,-978.190931701131,0.288423714022253
2.3,-970.006700733788,0.0577690191899528
2.15714285714286,-997.2231190196,0.115122165919504
2.3,-981.162536561051,0.0581023867332956
2.1,-987.252041266658,0.127200381812608
1.7,-969.666270582322,0.647853317974773
2.18571428571429,-990.528717825904,0.088954413530537
1.92857142857143,-976.128877010332,0.25186399561286
1.61428571428571,-981.764165744788,1.0316775638906
1.41428571428571,-984.533134299009,2.42417486342638
1.98571428571429,-994.692341339825,0.207128592157632
1.81428571428571,-976.96847135599,0.430025854084307
2.38571428571429,-982.629568621061,0.0392109995999166
1.92857142857143,-989.552854172054,0.264011432385038
1.18571428571429,-985.927621585732,6.26287470356822
1.44285714285714,-959.210019742833,1.71845647485792
1.7,-980.691373599819,0.677700266765593
1.9,-991.352886984182,0.338837667945565
2.24285714285714,-985.180885818313,0.0698338220583254
1.55714285714286,-974.756574428547,1.17840429574112
1.67142857142857,-988.890324282838,0.787989121004575
2.1,-998.267602492662,0.134589912945924
2.5,-983.487137308532,0.0243323043150504
2.18571428571429,-988.257516424942,0.0898249549234158
1.67142857142857,-986.370646497511,0.788870650135693
1.92857142857143,-977.187904122955,0.254549261613434
1.67142857142857,-974.342614783661,0.73095147953602
1.64285714285714,-974.012107220244,0.811037835450848
1.55714285714286,-982.516304320096,1.25499033165958
1.78571428571429,-976.480504575783,0.471099126448476
1.87142857142857,-978.570754780993,0.307909472458581
1.95714285714286,-975.317807942214,0.223293183480938
1.44285714285714,-967.175868465871,1.77705651261236
1.18571428571429,-991.541176201614,6.43850345546899
1.35714285714286,-986.320066555862,2.95692355392425
2.21428571428571,-987.871729496018,0.0786349863571718
1.1,-973.045611695319,8.25843534117526
1.75714285714286,-987.569437755782,0.569875776878203
1.58571428571429,-981.761955702647,1.12201527019214
1.7,-979.404822226463,0.679787225259365
1.92857142857143,-978.7127936775,0.263268742925097
1.78571428571429,-959.187105127338,0.399445185510851
1.5,-979.668779462167,1.56890645156713
2.21428571428571,-989.720826470128,0.0764424494178646
2.01428571428571,-978.341586161502,0.184716822398155
1.61428571428571,-977.749152983298,0.905744416775892
2.01428571428571,-978.194555945,0.182077274476976
1.92857142857143,-994.326741319706,0.303124259402861
2.44285714285714,-986.927552032335,0.0333081768737382
1.64285714285714,-990.82905081765,0.933963104523939
1.84285714285714,-996.262078608716,0.388422187558196
1.87142857142857,-984.536005173533,0.348676412962296
1.47142857142857,-982.495441007945,1.93817518349025
2.1,-1002.89225867622,0.162731204880094
2.07142857142857,-994.329716853128,0.161430772291082
1.98571428571429,-981.226424600114,0.223915963144296
1.84285714285714,-983.803650864955,0.373915064968476
1.67142857142857,-985.024109104924,0.799264891119661
1.81428571428571,-980.754781676235,0.440932550590831
1.9,-962.620791052823,0.276724159328973
1.75714285714286,-971.176474300372,0.522948193435763
2.01428571428571,-967.435362639592,0.153419287050835
1.84285714285714,-983.768009955345,0.355469210585646
2.12857142857143,-979.887904507941,0.104762241005723
1.95714285714286,-984.836925819249,0.254023769132809
2.04285714285714,-1001.28539561067,0.193692016195353
1.98571428571429,-991.326277452657,0.226188024180876
2.1,-993.846044611976,0.137333735136553
1.55714285714286,-987.312092156391,1.17108611183395
1.64285714285714,-996.252516080978,0.959088589688735
1.35714285714286,-970.90741878989,2.62161719668727
1.72857142857143,-988.929427066601,0.632012867998099
2.07142857142857,-975.048416487547,0.14013070000046
1.7,-967.033804020906,0.584514126402935
2.12857142857143,-1003.09180674942,0.15310840660588
2.18571428571429,-982.577596194568,0.0919572187080683
1.7,-993.757382090353,0.734944393770769
1.92857142857143,-988.426036613793,0.232159384163882
2.1,-983.632935722156,0.131589545175956
1.7,-970.618069467101,0.644843238027003
1.98571428571429,-986.906969027292,0.215231711535716
1.87142857142857,-984.753013297234,0.344282511704743
2.35714285714286,-978.852500020343,0.040412041618754
1.7,-987.959282492105,0.74740560319455
1.41428571428571,-962.857433934739,1.89155511201395
1.72857142857143,-977.218288292603,0.588035404312545
1.58571428571429,-1007.70270954046,1.37216916211884
1.44285714285714,-973.315340121218,1.9483053047263
2.12857142857143,-971.927149574609,0.110786999516322
2.32857142857143,-989.179980105609,0.0535083194251111
2.32857142857143,-980.882129566015,0.0502434807014658
1.84285714285714,-994.328918997736,0.412719090722087
2.27142857142857,-985.533381330991,0.072684883431256
2.04285714285714,-991.47159993675,0.176327000461099
1.9,-1004.77484478599,0.375214847067313
1.84285714285714,-982.243286857603,0.387249998822674
1.35714285714286,-977.19155711895,2.75334053520623
1.75714285714286,-992.743527806111,0.617215555699233
1.61428571428571,-969.843623538918,0.87519522720293
1.92857142857143,-987.890856102829,0.283406818422755
2.07142857142857,-962.063369409731,0.105704120059682
1.61428571428571,-974.562627522871,0.963576118515953
1.92857142857143,-988.19095657759,0.280662726952247
2.07142857142857,-986.287001007004,0.168031619976232
1.64285714285714,-969.996930870267,0.758528520110267
1.98571428571429,-988.301383092377,0.232212504535591
1.78571428571429,-996.773630942323,0.517580221274021
1.81428571428571,-985.452707706099,0.421502162462256
2.15714285714286,-969.528782295251,0.0931335602359033
1.81428571428571,-996.341972638065,0.442706209508221
1.3,-973.472351348957,3.49344256991873
2.04285714285714,-982.735047856703,0.160749794441299
1.75714285714286,-993.832626413338,0.602097331298629
2.01428571428571,-1000.26223975163,0.203783652758813
2.3,-985.325471100796,0.0543573967633181
1.9,-975.582346433834,0.27831604766958
1.61428571428571,-973.054222083795,0.949330129272611
2.1,-981.147658019921,0.128066055009327
2.18571428571429,-972.641595651805,0.0783802880648538
2.1,-979.36810349764,0.12867915908573
1.67142857142857,-977.721012636639,0.770909248614708
1.98571428571429,-968.470138579517,0.17663175628861
1.92857142857143,-969.388693009972,0.269770834155329
2.01428571428571,-978.539341027901,0.158998478205515
1.64285714285714,-989.225448705152,0.940893193909225
2.01428571428571,-990.881880336609,0.203953614402754
1.78571428571429,-980.172460144879,0.45013552656866
1.78571428571429,-963.903798975358,0.455626787995826
2.18571428571429,-999.885629407053,0.0920989464310974
1.84285714285714,-988.139610293685,0.378764377806863
1.64285714285714,-982.038642668935,0.93153422777228
1.92857142857143,-976.779106610217,0.238774132410554
1.75714285714286,-976.475711247557,0.54216773722848
1.95714285714286,-967.462927068677,0.208527304833034
1.78571428571429,-978.378127935286,0.47289203606061
1.9,-966.681264962391,0.241649809162992
1.78571428571429,-973.430459062551,0.473695892266083
1.58571428571429,-974.052739327473,1.10916422586572
2.07142857142857,-970.413823564334,0.140604105155453
1.61428571428571,-997.513360814383,1.0853542477807
2.35714285714286,-977.14134568915,0.0423136320622004
1.61428571428571,-989.03151921815,1.10402048292395
1.7,-967.509601792392,0.653719029068475
1.84285714285714,-980.746641880384,0.341605116566363
2.01428571428571,-997.35569148633,0.215321097532141
2.24285714285714,-998.154531525609,0.072449675773806
2.04285714285714,-981.424093702136,0.158028448705285
2.07142857142857,-986.141586414108,0.147073517161626
1.98571428571429,-995.468816614281,0.238050241899442
1.87142857142857,-969.611897524885,0.305363418936532
1.78571428571429,-988.307078899647,0.494461445442249
2.21428571428571,-983.992564264556,0.079857786663412
1.44285714285714,-954.175821662017,1.68934120134477
1.87142857142857,-985.367112737658,0.349351989644804
1.95714285714286,-972.596402027072,0.212749435028823
1.75714285714286,-969.722799770322,0.457762255984389
2.15714285714286,-994.643851289156,0.10854509812144
2.01428571428571,-996.775698599374,0.216397273878268
2.18571428571429,-986.21013258601,0.0880782092844011
1.41428571428571,-972.76217063366,2.06903888467676
1.92857142857143,-989.530933440632,0.278520254614843
2.21428571428571,-983.948511942246,0.0845702358255477
1.98571428571429,-978.964184435824,0.213686890776601
1.9,-991.317504101882,0.306618757356766
1.72857142857143,-960.759709444645,0.494362787685291
1.75714285714286,-984.244366147073,0.571974777055377
2.3,-989.124056025905,0.0583893546208868
2.01428571428571,-985.453494507853,0.1945915970264
1.67142857142857,-981.511681329304,0.82031465511717
2.35714285714286,-999.887011445093,0.0519402578041675
2.07142857142857,-977.53141833667,0.139556940290556
1.72857142857143,-968.047102634359,0.523883197666784
2.1,-992.318397608439,0.136825949759795
1.87142857142857,-976.63410835785,0.361225174577244
2.21428571428571,-993.036373576445,0.0903424199329904
1.95714285714286,-980.39153105851,0.219246263281931
1.41428571428571,-968.805692476647,2.08308121931044
1.84285714285714,-966.53256761783,0.321314965241881
1.61428571428571,-980.557708983945,0.906921267748194
1.72857142857143,-960.78171943023,0.527757049829172
2.04285714285714,-982.361153815378,0.15340407792956
1.72857142857143,-985.387915441576,0.645504705889884
2.12857142857143,-982.819417045365,0.0959265331755576
2.3,-970.787072321632,0.0451027279254574
1.58571428571429,-1004.77786925779,1.36166544650505
1.55714285714286,-966.212274541547,1.17203389328518
1.7,-970.79268409915,0.646503446043706
2.07142857142857,-979.399652570922,0.131234370667313
2.15714285714286,-993.635915648775,0.117915043940201
1.87142857142857,-992.572484618434,0.380191987495448
2.04285714285714,-982.180623455624,0.182198057431325
2.18571428571429,-976.868903917649,0.0974778835960869
1.98571428571429,-978.762787403337,0.211182977698097
2.01428571428571,-1007.53409573071,0.219750546741244
1.81428571428571,-983.052406780475,0.405608742080518
1.58571428571429,-985.042707495131,1.08345820761333
2.01428571428571,-981.892214226521,0.185590784129297
1.87142857142857,-968.671814961908,0.346263360999873
2.24285714285714,-994.558711632783,0.0726225672325359
2.1,-995.60962327378,0.135321769363087
1.67142857142857,-977.872958108498,0.700879806114943
2.07142857142857,-978.924444034428,0.131081121743715
1.72857142857143,-978.584996615094,0.626359128645268
1.92857142857143,-989.415084590843,0.287227408062708
2.04285714285714,-977.968249475833,0.156942517206814
1.67142857142857,-985.303355338127,0.846870445819182
1.61428571428571,-977.302107155085,0.922470196408604
1.64285714285714,-987.396926445752,0.849589754553404
1.84285714285714,-993.822030255004,0.37772852949978
2.01428571428571,-979.160515530566,0.18891959269328
2.21428571428571,-969.690031396252,0.0614262331350777
1.92857142857143,-970.470526263523,0.244809942298845
1.84285714285714,-988.45119537649,0.38529979035045
1.75714285714286,-1010.835508348,0.645960271063054
1.75714285714286,-983.450026828984,0.532032917440669
2.07142857142857,-972.046113792577,0.134339549964603
1.75714285714286,-996.331736704988,0.646282897099569
2.21428571428571,-976.651820626436,0.081443331475548
1.98571428571429,-976.723268800731,0.187320444729979
2.15714285714286,-967.857796043088,0.0969256346299689
1.72857142857143,-981.254704940212,0.603551684172136
1.75714285714286,-996.307933152014,0.600482267206762
2.01428571428571,-984.975396240883,0.187616728896236
1.95714285714286,-971.166219566245,0.212922296583028
2.38571428571429,-973.138014802359,0.0364276887273419
1.92857142857143,-974.761964971288,0.255901058716589
2.15714285714286,-985.280827101093,0.09612130887696
1.81428571428571,-980.232045632516,0.376841235942562
2.12857142857143,-983.787071835823,0.120759081361628
1.44285714285714,-971.136840554442,1.71735439476491
1.64285714285714,-984.980361949888,0.809826332935128
1.72857142857143,-982.182067009552,0.647247096665851
1.95714285714286,-986.632390285028,0.224998402864827
1.84285714285714,-999.238502162471,0.386135163320872
1.95714285714286,-976.682239057557,0.228193087338593
1.55714285714286,-989.58738886938,1.32197899288079
1.87142857142857,-971.192760774366,0.313507618707217
1.9,-985.299625667212,0.295046460972857
2.07142857142857,-1009.93763028915,0.183921641609486
1.95714285714286,-968.903142277865,0.220562325156442
1.55714285714286,-973.476129153248,1.16215902448498
1.78571428571429,-987.514674981978,0.448972375263141
1.67142857142857,-993.918533561362,0.832003811706824
2.07142857142857,-980.926291276639,0.147211300773106
1.95714285714286,-989.494811993767,0.23386562556783
1.58571428571429,-968.876391878139,1.02839836261797
1.87142857142857,-978.038819357321,0.331132458662695
1.78571428571429,-973.606171265529,0.452548609790145
1.78571428571429,-989.750079540855,0.49790436335737
